0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000278e-02 2.500000000000000000e-01
1.000000000000000056e-01 5.000000000000000000e-01
1.500000000000000222e-01 7.500000000000000000e-01
2.000000000000000111e-01 1.000000000000000000e+00
2.500000000000000000e-01 1.250000000000000000e+00
2.999999999999999889e-01 1.500000000000000000e+00
3.499999999999999778e-01 1.750000000000000000e+00
3.999999999999999667e-01 2.000000000000000000e+00
4.499999999999999556e-01 2.250000000000000000e+00
4.999999999999999445e-01 2.500000000000000000e+00
5.499999999999999334e-01 2.750000000000000000e+00
5.999999999999999778e-01 3.000000000000000000e+00
6.500000000000000222e-01 3.250000000000000000e+00
7.000000000000000666e-01 3.500000000000000000e+00
7.500000000000001110e-01 3.750000000000000000e+00
8.000000000000001554e-01 4.000000000000000000e+00
8.500000000000001998e-01 4.250000000000000000e+00
9.000000000000002442e-01 4.500000000000000000e+00
9.500000000000002887e-01 4.750000000000000000e+00
1.000000000000000000e+00 4.999999999999998224e+00
